cluster,depth,mag,startday,startmonth,startyear,type
11,36.5,6.1,7,2,2005,E
11,206.3,6.7,8,2,2005,E
10,44.5,6.0,9,2,2005,E
1,24.0,6.3,9,2,2005,E
11,9.0,6.3,10,2,2005,E
13,22.0,6.1,14,2,2005,E
6,39.7,6.5,15,2,2005,E
3,10.0,6.6,16,2,2005,E
6,10.0,6.5,19,2,2005,E
13,14.0,6.4,22,2,2005,E
11,10.0,6.0,23,2,2005,E
10,36.0,6.8,26,2,2005,E
6,201.7,7.1,2,3,2005,E
11,10.0,6.1,6,3,2005,E
5,10.0,6.3,6,3,2005,E
13,54.0,6.0,13,3,2005,E
14,197.4,6.1,17,3,2005,E
11,18.0,6.1,19,3,2005,E
11,598.7,6.3,19,3,2005,E
8,10.0,6.6,20,3,2005,E
3,579.1,6.9,21,3,2005,E
3,570.1,6.4,21,3,2005,E
6,10.0,6.1,26,3,2005,E
10,30.0,8.6,28,3,2005,E
10,36.1,6.1,28,3,2005,E
10,22.0,6.3,30,3,2005,E
11,588.7,6.1,30,3,2005,E
11,10.0,6.0,31,3,2005,E
5,10.0,6.1,2,4,2005,E
10,30.0,6.0,3,4,2005,E
10,36.0,6.3,3,4,2005,E
13,11.0,6.3,7,4,2005,E
10,20.9,6.1,8,4,2005,E
11,10.0,6.1,8,4,2005,E
10,19.0,6.7,10,4,2005,E
10,30.0,6.5,10,4,2005,E
10,30.0,6.4,10,4,2005,E
10,24.0,6.1,11,4,2005,E
11,11.4,6.6,11,4,2005,E
14,129.9,6.0,11,4,2005,E
11,68.0,6.7,11,4,2005,E
10,31.0,6.4,16,4,2005,E
10,22.0,6.2,28,4,2005,E
14,18.0,6.5,5,5,2005,E
10,17.0,6.3,10,5,2005,E
4,10.0,6.5,12,5,2005,E
10,34.0,6.7,14,5,2005,E
11,34.0,6.6,16,5,2005,E
3,102.2,6.0,18,5,2005,E
11,10.0,6.2,18,5,2005,E
10,2.5,6.1,18,5,2005,E
10,30.0,6.9,19,5,2005,E
11,565.3,6.0,20,5,2005,E
14,39.5,6.3,21,5,2005,E
3,196.2,6.1,2,6,2005,E
11,26.0,6.1,4,6,2005,E
10,23.5,6.1,8,6,2005,E
3,94.1,6.0,12,6,2005,E
3,115.6,7.8,13,6,2005,E
5,17.0,6.8,14,6,2005,E
0,16.0,7.2,15,6,2005,E
11,74.6,6.2,15,6,2005,E
3,10.0,6.4,15,6,2005,E
0,12.0,6.6,17,6,2005,E
0,20.0,6.2,27,6,2005,E
14,27.0,6.6,2,7,2005,E
2,10.0,6.3,4,7,2005,E
10,21.0,6.7,5,7,2005,E
4,10.0,6.1,10,7,2005,E
11,10.0,6.0,11,7,2005,E
11,10.0,6.0,23,7,2005,E
10,16.0,7.2,24,7,2005,E
11,10.0,6.0,30,7,2005,E
14,14.0,6.3,3,8,2005,E
11,205.4,6.0,6,8,2005,E
2,10.0,6.2,7,8,2005,E
11,10.0,6.0,7,8,2005,E
11,23.6,6.1,9,8,2005,E
11,35.0,6.1,9,8,2005,E
11,10.0,6.2,11,8,2005,E
1,48.6,6.0,13,8,2005,E
7,36.0,7.2,16,8,2005,E
7,10.0,6.1,24,8,2005,E
13,10.0,6.2,26,8,2005,E
14,10.0,6.1,27,8,2005,E
7,21.1,6.1,30,8,2005,E
6,443.9,6.0,4,9,2005,E
4,10.0,6.2,5,9,2005,E
11,90.0,7.6,9,9,2005,E
7,103.0,6.1,21,9,2005,E
11,30.0,6.1,25,9,2005,E
14,115.0,7.5,26,9,2005,E
11,25.0,6.6,29,9,2005,E
11,28.0,6.2,29,9,2005,E
13,26.0,7.6,8,10,2005,E
13,8.0,6.4,8,10,2005,E
7,42.8,6.1,15,10,2005,E
8,192.0,6.4,15,10,2005,E
7,32.0,6.3,19,10,2005,E
2,8.0,6.5,29,10,2005,E
11,25.0,6.4,5,11,2005,E
7,11.0,7.0,14,11,2005,E
3,147.0,6.8,17,11,2005,E
10,21.0,6.5,19,11,2005,E
5,30.0,6.2,20,11,2005,E
8,145.0,6.1,21,11,2005,E
11,68.0,6.2,22,11,2005,E
1,11.0,6.0,28,11,2005,E
6,13.0,6.4,30,11,2005,E
7,29.0,6.5,2,12,2005,E
2,22.0,6.8,5,12,2005,E
11,21.0,6.4,7,12,2005,E
11,216.8,6.1,8,12,2005,E
11,17.0,6.6,11,12,2005,E
13,224.6,6.5,12,12,2005,E
11,10.0,6.7,13,12,2005,E
7,42.9,6.0,16,12,2005,E
1,22.8,6.1,20,12,2005,E
6,25.0,6.3,21,12,2005,E
14,7.0,6.0,21,12,2005,E
4,10.0,6.3,22,12,2005,E
14,192.9,6.1,23,12,2005,E
14,10.0,6.1,30,12,2005,E
3,13.0,7.4,2,1,2006,E
11,582.9,7.2,2,1,2006,E
0,14.0,6.6,4,1,2006,E
14,7.4,6.1,6,1,2006,E
9,66.0,6.7,8,1,2006,E
6,264.8,6.1,15,1,2006,E
11,23.0,6.4,23,1,2006,E
14,14.0,6.2,23,1,2006,E
6,397.0,7.6,27,1,2006,E
11,597.5,6.7,2,2,2006,E
10,19.0,6.1,3,2,2006,E
1,40.0,6.3,14,2,2006,E
11,44.2,6.2,18,2,2006,E
2,11.0,7.0,22,2,2006,E
2,10.0,6.2,23,2,2006,E
11,622.4,6.1,24,2,2006,E
11,535.2,6.4,26,2,2006,E
11,32.5,6.0,26,2,2006,E
13,18.0,6.0,28,2,2006,E
3,10.0,6.0,3,3,2006,E
11,205.8,6.1,5,3,2006,E
2,10.0,6.2,6,3,2006,E
11,136.2,6.2,7,3,2006,E
14,10.0,6.0,9,3,2006,E
3,10.0,6.1,10,3,2006,E
6,30.1,6.7,14,3,2006,E
6,12.0,6.1,24,3,2006,E
11,10.0,6.0,24,3,2006,E
13,7.0,6.1,31,3,2006,E
11,13.0,6.5,31,3,2006,E
6,37.0,6.2,31,3,2006,E
8,9.0,6.1,1,4,2006,E
0,33.5,6.0,4,4,2006,E
11,14.0,6.5,7,4,2006,E
7,28.8,6.0,12,4,2006,E
3,19.8,6.0,15,4,2006,E
11,16.0,6.1,17,4,2006,E
10,17.0,6.2,19,4,2006,E
5,22.0,7.6,20,4,2006,E
5,10.0,6.1,20,4,2006,E
5,9.0,6.4,21,4,2006,E
5,12.0,6.1,21,4,2006,E
10,21.0,6.3,25,4,2006,E
11,10.0,6.1,26,4,2006,E
5,11.0,6.6,29,4,2006,E
11,127.7,6.1,30,4,2006,E
3,12.0,6.7,30,4,2006,E
11,10.0,6.0,30,4,2006,E
3,12.0,6.5,30,4,2006,E
11,55.0,8.0,3,5,2006,E
11,11.0,6.0,4,5,2006,E
2,10.0,6.0,6,5,2006,E
2,10.0,6.1,7,5,2006,E
5,18.0,6.4,10,5,2006,E
11,152.0,7.4,16,5,2006,E
10,12.0,6.8,16,5,2006,E
11,11.0,6.0,17,5,2006,E
6,35.0,6.3,19,5,2006,E
14,10.0,6.0,21,5,2006,E
5,19.0,6.6,22,5,2006,E
7,197.0,6.2,22,5,2006,E
6,2.8,6.1,22,5,2006,E
10,12.5,6.3,26,5,2006,E
11,34.0,6.5,28,5,2006,E
11,591.6,6.0,2,6,2006,E
14,10.0,6.0,5,6,2006,E
11,564.4,6.1,9,6,2006,E
8,140.0,6.3,11,6,2006,E
5,14.0,6.5,14,6,2006,E
5,29.1,6.0,14,6,2006,E
14,9.0,6.0,18,6,2006,E
10,16.0,6.0,21,6,2006,E
7,95.0,6.0,22,6,2006,E
6,26.0,6.3,24,6,2006,E
5,17.0,6.2,27,6,2006,E
11,569.9,6.3,27,6,2006,E
10,28.8,6.3,27,6,2006,E
11,35.0,6.0,7,7,2006,E
5,22.0,6.6,8,7,2006,E
3,10.0,6.2,16,7,2006,E
10,20.0,7.7,17,7,2006,E
10,10.0,6.0,17,7,2006,E
10,21.0,6.1,17,7,2006,E
10,45.0,6.1,19,7,2006,E
11,28.2,6.4,19,7,2006,E
6,28.0,6.0,23,7,2006,E
10,20.0,6.3,27,7,2006,E
11,150.0,6.8,7,8,2006,E
0,56.0,6.1,11,8,2006,E
10,22.0,6.2,11,8,2006,E
11,154.0,6.1,15,8,2006,E
7,26.0,6.0,20,8,2006,E
3,13.0,7.0,20,8,2006,E
7,43.0,6.5,24,8,2006,E
3,184.0,6.6,25,8,2006,E
11,38.0,6.8,1,9,2006,E
6,572.0,6.3,9,9,2006,E
3,114.0,6.0,12,9,2006,E
6,17.0,6.3,16,9,2006,E
3,137.0,6.2,17,9,2006,E
10,25.0,6.0,21,9,2006,E
3,598.3,6.0,22,9,2006,E
11,28.0,6.9,28,9,2006,E
14,53.0,6.1,29,9,2006,E
3,107.0,6.0,30,9,2006,E
7,11.0,6.6,30,9,2006,E
7,10.0,6.0,30,9,2006,E
7,19.0,6.5,1,10,2006,E
11,161.0,6.3,3,10,2006,E
8,14.0,6.3,9,10,2006,E
4,10.0,6.0,10,10,2006,E
7,9.0,6.0,10,10,2006,E
3,31.0,6.4,12,10,2006,E
5,39.06,6.7,15,10,2006,E
5,18.92,6.0,15,10,2006,E
11,32.0,6.7,17,10,2006,E
11,115.0,6.4,18,10,2006,E
3,23.0,6.7,20,10,2006,E
2,10.0,6.1,22,10,2006,E
7,11.0,6.4,23,10,2006,E
6,10.0,6.1,24,10,2006,E
3,28.1,6.0,26,10,2006,E
11,133.2,6.0,6,11,2006,E
11,11.0,6.6,7,11,2006,E
11,12.0,6.2,12,11,2006,E
3,572.0,6.8,13,11,2006,E
11,11.0,6.2,13,11,2006,E
6,345.0,6.1,14,11,2006,E
7,10.0,8.3,15,11,2006,E
7,10.0,6.0,15,11,2006,E
7,10.0,6.0,15,11,2006,E
7,10.0,6.2,15,11,2006,E
7,10.0,6.4,15,11,2006,E
7,10.0,6.7,15,11,2006,E
7,10.0,6.0,15,11,2006,E
7,9.0,6.0,16,11,2006,E
11,10.0,6.1,16,11,2006,E
8,22.0,6.2,17,11,2006,E
4,10.0,6.1,19,11,2006,E
6,39.0,6.2,29,11,2006,E
11,13.5,6.0,30,11,2006,E
4,10.0,6.2,30,11,2006,E
10,204.0,6.3,1,12,2006,E
6,19.0,6.3,1,12,2006,E
14,61.2,6.0,3,12,2006,E
7,16.0,6.4,7,12,2006,E
6,213.5,6.3,12,12,2006,E
10,24.0,6.2,22,12,2006,E
8,10.0,7.1,26,12,2006,E
8,10.0,6.9,26,12,2006,E
7,10.0,6.0,26,12,2006,E
11,355.0,6.0,27,12,2006,E
13,15.0,6.6,30,12,2006,E
10,11.0,6.1,8,1,2007,E
13,16.0,6.0,8,1,2007,E
11,406.8,6.3,8,1,2007,E
6,13.0,6.0,11,1,2007,E
7,10.0,8.1,13,1,2007,E
7,10.0,6.0,13,1,2007,E
6,100.8,6.0,17,1,2007,E
13,8.0,6.2,17,1,2007,E
3,10.0,6.2,20,1,2007,E
6,22.0,7.5,21,1,2007,E
6,23.0,6.2,21,1,2007,E
8,36.2,6.0,25,1,2007,E
11,11.0,6.9,30,1,2007,E
1,20.0,6.6,30,1,2007,E
11,34.0,6.5,31,1,2007,E
14,10.0,6.2,4,2,2007,E
4,10.0,6.2,4,2,2007,E
9,20.0,6.0,12,2,2007,E
6,24.0,6.1,12,2,2007,E
7,31.0,6.0,17,2,2007,E
6,12.0,6.7,20,2,2007,E
6,11.0,6.0,20,2,2007,E
14,23.0,6.3,24,2,2007,E
3,10.0,6.2,28,2,2007,E
14,10.0,6.0,1,3,2007,E
10,19.0,6.4,6,3,2007,E
10,11.0,6.3,6,3,2007,E
7,139.6,6.1,8,3,2007,E
3,10.0,6.2,8,3,2007,E
7,441.2,6.0,9,3,2007,E
0,26.1,6.0,13,3,2007,E
6,35.0,6.2,17,3,2007,E
14,10.0,6.0,17,3,2007,E
14,7.0,6.2,18,3,2007,E
11,34.0,7.1,25,3,2007,E
7,8.0,6.7,25,3,2007,E
11,35.0,6.9,25,3,2007,E
4,10.0,6.2,31,3,2007,E
11,24.0,8.1,1,4,2007,E
11,24.3,6.1,1,4,2007,E
11,10.0,6.6,1,4,2007,E
11,10.0,6.9,1,4,2007,E
11,10.0,6.0,1,4,2007,E
3,4.9,6.1,2,4,2007,E
11,34.0,6.1,2,4,2007,E
11,14.0,6.2,2,4,2007,E
11,18.0,6.2,2,4,2007,E
13,222.1,6.2,3,4,2007,E
11,8.0,6.1,3,4,2007,E
11,12.0,6.2,3,4,2007,E
11,10.0,6.0,4,4,2007,E
11,17.0,6.4,4,4,2007,E
11,13.0,6.2,4,4,2007,E
11,10.0,6.5,4,4,2007,E
9,14.0,6.3,5,4,2007,E
9,8.0,6.1,7,4,2007,E
10,30.0,6.1,7,4,2007,E
11,10.0,6.0,12,4,2007,E
0,34.0,6.0,13,4,2007,E
4,10.0,6.1,13,4,2007,E
11,10.0,6.4,16,4,2007,E
8,10.0,6.1,20,4,2007,E
8,9.0,6.3,20,4,2007,E
8,11.1,6.0,20,4,2007,E
11,407.4,6.1,21,4,2007,E
11,40.7,6.1,21,4,2007,E
3,36.7,6.2,21,4,2007,E
11,55.0,6.4,25,4,2007,E
3,10.0,6.1,28,4,2007,E
5,117.0,6.2,29,4,2007,E
9,7.0,6.2,4,5,2007,E
13,9.0,6.1,5,5,2007,E
11,676.4,6.5,6,5,2007,E
11,688.0,6.1,6,5,2007,E
3,10.0,6.1,7,5,2007,E
8,9.0,6.3,16,5,2007,E
11,40.7,6.0,17,5,2007,E
11,132.5,6.1,29,5,2007,E
6,24.0,6.1,29,5,2007,E
7,116.0,6.4,30,5,2007,E
8,5.0,6.1,2,6,2007,E
11,4.7,6.2,7,6,2007,E
14,23.0,6.7,13,6,2007,E
11,9.0,6.3,18,6,2007,E
3,10.0,6.5,24,6,2007,E
10,10.0,6.0,26,6,2007,E
11,18.0,6.7,28,6,2007,E
14,10.0,6.3,3,7,2007,E
0,113.0,6.1,6,7,2007,E
14,152.1,6.1,12,7,2007,E
5,35.0,6.0,13,7,2007,E
11,8.0,6.1,15,7,2007,E
5,15.0,6.1,15,7,2007,E
7,12.0,6.6,16,7,2007,E
7,350.4,6.8,16,7,2007,E
11,10.0,6.1,17,7,2007,E
11,10.0,6.1,18,7,2007,E
14,644.9,6.1,21,7,2007,E
3,289.5,6.4,21,7,2007,E
10,15.0,6.1,25,7,2007,E
6,25.0,6.9,26,7,2007,E
11,10.0,6.1,27,7,2007,E
9,11.0,6.2,31,7,2007,E
11,120.0,7.2,1,8,2007,E
7,5.0,6.2,2,8,2007,E
5,21.0,6.7,2,8,2007,E
4,10.0,6.1,4,8,2007,E
11,40.0,6.0,5,8,2007,E
8,18.1,6.0,7,8,2007,E
10,291.2,6.1,8,8,2007,E
10,280.0,7.5,8,8,2007,E
11,42.0,6.0,12,8,2007,E
11,10.0,6.1,13,8,2007,E
5,9.0,6.5,15,8,2007,E
3,39.0,8.0,15,8,2007,E
3,23.4,6.4,16,8,2007,E
11,15.0,6.5,16,8,2007,E
3,35.0,6.0,16,8,2007,E
6,10.0,6.4,17,8,2007,E
3,30.0,6.0,18,8,2007,E
6,8.0,6.4,20,8,2007,E
14,6.0,6.5,20,8,2007,E
11,127.4,6.1,26,8,2007,E
0,9.0,6.1,1,9,2007,E
11,35.0,7.2,2,9,2007,E
11,36.7,6.3,2,9,2007,E
7,94.0,6.2,3,9,2007,E
8,53.0,6.2,6,9,2007,E
14,15.0,6.8,10,9,2007,E
10,34.0,8.5,12,9,2007,E
10,35.0,7.9,12,9,2007,E
10,28.9,6.5,13,9,2007,E
10,22.0,7.0,13,9,2007,E
6,26.0,6.3,13,9,2007,E
10,53.0,6.0,13,9,2007,E
4,10.0,6.0,13,9,2007,E
10,23.0,6.4,14,9,2007,E
10,35.0,6.0,19,9,2007,E
10,30.0,6.7,20,9,2007,E
11,416.7,6.2,25,9,2007,E
11,40.0,6.8,26,9,2007,E
10,26.0,6.1,26,9,2007,E
11,9.0,6.1,27,9,2007,E
11,12.0,6.3,28,9,2007,E
11,10.0,6.5,28,9,2007,E
1,260.0,7.5,28,9,2007,E
10,35.0,6.0,29,9,2007,E
1,14.0,6.9,30,9,2007,E
11,10.0,7.4,30,9,2007,E
11,18.0,6.6,30,9,2007,E
5,32.0,6.3,2,10,2007,E
10,35.0,6.2,4,10,2007,E
11,509.4,6.5,5,10,2007,E
1,20.0,6.1,6,10,2007,E
11,39.0,6.0,9,10,2007,E
11,37.0,6.1,13,10,2007,E
11,18.0,6.8,15,10,2007,E
11,19.0,6.1,15,10,2007,E
11,509.3,6.6,16,10,2007,E
11,46.3,6.0,21,10,2007,E
10,21.0,6.8,24,10,2007,E
7,20.0,6.1,25,10,2007,E
1,207.0,7.2,31,10,2007,E
5,28.0,6.0,31,10,2007,E
4,10.0,6.1,2,11,2007,E
11,10.0,6.6,10,11,2007,E
3,40.0,7.7,14,11,2007,E
3,27.0,6.3,15,11,2007,E
3,26.0,6.8,15,11,2007,E
14,122.9,6.8,16,11,2007,E
3,246.4,6.0,18,11,2007,E
11,558.3,6.3,19,11,2007,E
11,10.0,6.0,19,11,2007,E
11,52.6,6.0,20,11,2007,E
3,15.0,6.1,20,11,2007,E
11,53.0,6.8,22,11,2007,E
6,20.0,6.5,25,11,2007,E
10,35.0,6.0,25,11,2007,E
6,18.0,6.5,25,11,2007,E
11,16.0,6.6,27,11,2007,E
4,10.0,6.3,29,11,2007,E
14,156.0,7.4,29,11,2007,E
11,152.5,7.8,9,12,2007,E
3,15.0,6.0,13,12,2007,E
3,16.0,6.2,13,12,2007,E
11,17.0,6.2,13,12,2007,E
6,175.9,6.0,15,12,2007,E
6,57.0,6.4,15,12,2007,E
3,45.0,6.7,16,12,2007,E
5,34.0,7.2,19,12,2007,E
11,20.0,6.6,20,12,2007,E
5,25.0,6.3,21,12,2007,E
6,20.0,6.2,22,12,2007,E
10,23.0,6.1,22,12,2007,E
7,48.4,6.1,25,12,2007,E
5,25.0,6.4,26,12,2007,E
11,34.0,6.3,1,1,2008,E
10,35.0,6.0,4,1,2008,E
5,15.0,6.6,5,1,2008,E
5,10.0,6.4,5,1,2008,E
9,75.0,6.2,6,1,2008,E
13,10.0,6.4,9,1,2008,E
5,10.0,6.1,9,1,2008,E
5,13.0,6.3,10,1,2008,E
11,597.6,6.5,15,1,2008,E
6,35.0,6.1,20,1,2008,E
11,6.0,6.0,22,1,2008,E
11,10.0,6.1,22,1,2008,E
10,20.0,6.2,22,1,2008,E
6,8.0,6.2,30,1,2008,E
11,604.2,6.0,1,2,2008,E
3,35.0,6.3,4,2,2008,E
14,9.0,6.9,8,2,2008,E
6,38.0,6.0,9,2,2008,E
3,8.0,6.6,10,2,2008,E
0,83.0,6.5,12,2,2008,E
6,19.0,6.2,13,2,2008,E
9,29.0,6.9,14,2,2008,E
9,28.0,6.5,14,2,2008,E
3,130.1,6.1,16,2,2008,E
10,26.0,7.4,20,2,2008,E
9,9.9,6.2,20,2,2008,E
9,12.0,6.1,21,2,2008,E
0,6.7,6.0,21,2,2008,E
3,14.0,6.8,23,2,2008,E
10,22.0,6.5,24,2,2008,E
10,25.0,7.2,25,2,2008,E
10,25.0,6.6,25,2,2008,E
10,25.0,6.7,25,2,2008,E
1,15.0,6.2,27,2,2008,E
10,25.0,6.2,3,3,2008,E
7,10.0,6.5,3,3,2008,E
8,10.0,6.0,3,3,2008,E
8,24.0,6.9,3,3,2008,E
11,13.0,6.4,12,3,2008,E
11,10.0,6.3,12,3,2008,E
2,10.0,6.0,13,3,2008,E
1,10.0,6.0,14,3,2008,E
10,25.0,6.0,15,3,2008,E
11,25.0,6.2,18,3,2008,E
6,45.0,6.1,20,3,2008,E
13,10.0,7.2,20,3,2008,E
5,132.0,6.2,22,3,2008,E
3,120.0,6.2,24,3,2008,E
10,20.0,6.3,29,3,2008,E
11,16.0,6.4,9,4,2008,E
11,35.0,6.3,9,4,2008,E
11,33.0,7.3,9,4,2008,E
11,35.0,6.3,9,4,2008,E
11,11.0,6.1,11,4,2008,E
11,16.0,7.1,12,4,2008,E
3,140.2,6.0,14,4,2008,E
14,33.0,6.1,15,4,2008,E
5,11.0,6.4,15,4,2008,E
11,10.0,6.3,16,4,2008,E
5,13.0,6.6,16,4,2008,E
11,553.8,6.3,18,4,2008,E
6,13.0,6.1,19,4,2008,E
11,14.0,6.3,19,4,2008,E
6,10.0,6.0,19,4,2008,E
8,10.0,6.0,23,4,2008,E
9,10.0,6.5,24,4,2008,E
11,10.0,6.1,26,4,2008,E
3,35.0,6.1,28,4,2008,E
11,32.0,6.4,28,4,2008,E
11,35.0,6.1,28,4,2008,E
5,14.0,6.6,2,5,2008,E
7,19.0,6.2,7,5,2008,E
7,23.3,6.1,7,5,2008,E
7,27.0,6.9,7,5,2008,E
1,76.0,6.8,9,5,2008,E
8,19.0,7.9,12,5,2008,E
8,10.0,6.1,12,5,2008,E
10,10.0,6.0,19,5,2008,E
5,27.0,6.3,20,5,2008,E
14,8.0,6.5,23,5,2008,E
8,18.0,6.1,25,5,2008,E
5,20.0,6.0,25,5,2008,E
9,9.0,6.3,29,5,2008,E
2,9.0,6.4,31,5,2008,E
8,31.0,6.3,1,6,2008,E
11,10.0,6.5,1,6,2008,E
11,84.0,6.2,3,6,2008,E
6,14.0,6.0,3,6,2008,E
4,10.0,6.0,5,6,2008,E
6,122.0,6.0,6,6,2008,E
9,16.0,6.4,8,6,2008,E
7,7.8,6.9,13,6,2008,E
4,10.0,6.0,15,6,2008,E
7,18.0,6.1,22,6,2008,E
11,38.0,6.2,26,6,2008,E
10,17.0,6.6,27,6,2008,E
10,15.0,6.1,28,6,2008,E
7,326.0,6.0,29,6,2008,E
3,8.0,7.0,30,6,2008,E
11,581.2,6.2,3,7,2008,E
7,632.8,7.7,5,7,2008,E
8,43.0,6.0,8,7,2008,E
3,123.0,6.2,8,7,2008,E
8,14.0,6.2,13,7,2008,E
9,52.0,6.4,15,7,2008,E
7,22.0,7.0,19,7,2008,E
11,11.0,6.6,19,7,2008,E
11,10.0,6.2,19,7,2008,E
11,391.0,6.4,19,7,2008,E
7,22.0,6.0,21,7,2008,E
7,108.0,6.8,23,7,2008,E
7,27.0,6.2,24,7,2008,E
11,10.0,6.0,28,7,2008,E
6,173.9,6.3,4,8,2008,E
8,6.0,6.0,5,8,2008,E
11,10.0,6.5,9,8,2008,E
11,10.0,6.3,9,8,2008,E
10,20.0,6.2,10,8,2008,E
9,13.0,6.0,11,8,2008,E
8,10.0,6.0,15,8,2008,E
11,8.0,6.1,19,8,2008,E
8,10.0,6.0,21,8,2008,E
2,6.0,6.0,22,8,2008,E
13,12.0,6.7,25,8,2008,E
14,154.0,6.4,26,8,2008,E
8,16.0,6.3,27,8,2008,E
9,12.0,6.3,28,8,2008,E
11,75.0,6.4,30,8,2008,E
8,11.0,6.0,30,8,2008,E
11,171.1,6.0,1,9,2008,E
3,569.6,6.3,3,9,2008,E
11,36.0,6.2,8,9,2008,E
11,110.0,6.9,8,9,2008,E
13,12.0,6.1,10,9,2008,E
14,9.0,6.6,10,9,2008,E
6,96.0,6.6,11,9,2008,E
7,25.0,6.8,11,9,2008,E
4,11.0,6.0,18,9,2008,E
0,12.0,6.4,24,9,2008,E
13,4.0,6.0,25,9,2008,E
11,36.0,7.0,29,9,2008,E
11,10.0,6.1,5,10,2008,E
13,27.4,6.7,5,10,2008,E
13,10.0,6.0,5,10,2008,E
13,12.0,6.3,6,10,2008,E
14,23.0,6.1,11,10,2008,E
3,352.7,6.2,12,10,2008,E
14,24.0,6.7,16,10,2008,E
11,29.0,6.9,19,10,2008,E
